group_name,int_id,id,length,parent_name,route_name,route_parent_id,opposite_route_int_id
19,1179,af275848-aae6-476c-959c-8e8f5c806bf4,10564.376010382057,BARJE - TOMAČEVO,TOMAČEVO;  osnovna,0c0e99d2-adfe-4b32-a8ee-f63399f6d965,1176
30,1181,c5a820e4-ba73-439a-9b55-45f331d7ba98,9309.726016497367,MEDVODE - VODICE,VODICE,dab3ff3a-98a5-4bca-87e9-a27e2e7cb177,1182
30,1182,60863de6-344f-4df3-8ffa-63fab840a46a,9615.918042038249,VODICE - MEDVODE,MEDVODE,eb9eeed2-ee6e-4184-b8c3-87ef1039e4ec,1181
60,1183,27d31549-7f55-4f8c-952b-2aa2b8c89d57,29435.568924685067,LJUBLJANA AP - VODICE,VODICE; Vodice -> Š. Turn -> Polje,515c95db-5c6a-403d-889e-026c9c2b9e45,1184
60,1184,e0955977-ca30-4a83-bd3e-abef9995dc98,29051.896346715508,VODICE - LJUBLJANA AP,LJUBLJANA AP; Polje -> Š. Turn -> Vodice,56dad942-cffd-4690-bbab-b0761c7fe35a,1183
61,1185,09fd2d79-d12d-45dd-949b-5fdf90947927,15449.390179124604,VODICE - POLJE - VODICE,VODICE; Š. Turn,2855d890-2fbb-4310-ad79-5d2a8aca1cb1,
60,1186,5bec5ee9-12fb-4509-8ee5-a6f76a867d88,20226.023819376493,LJUBLJANA AP - VODICE,VODICE; Zapoge -> Vodice,515c95db-5c6a-403d-889e-026c9c2b9e45,1189
60,1187,c3b8fc90-ca85-4d52-9159-bc2e7bb91c77,22990.862173189173,LJUBLJANA AP - VODICE,VODICE; Š. Turn -> Vodice,515c95db-5c6a-403d-889e-026c9c2b9e45,1191
60,1188,d5d1dc4c-7dda-45e7-bf1f-4aba4d3ca0df,20046.520899591254,LJUBLJANA AP - VODICE,VODICE; Utik -> Vodice,515c95db-5c6a-403d-889e-026c9c2b9e45,1190
60,1189,ab04583c-8fce-42dd-969a-edcaa4d793a4,19828.838882372907,VODICE - LJUBLJANA AP,LJUBLJANA AP; Vodice -> Zapoge,56dad942-cffd-4690-bbab-b0761c7fe35a,1186
60,1190,d01b5f30-26a6-4667-a025-6cdecb6bbc78,19619.688518908,VODICE - LJUBLJANA AP,LJUBLJANA AP; Vodice -> Utik,56dad942-cffd-4690-bbab-b0761c7fe35a,1188
60,1191,6f04e6c0-d1eb-49c7-a2ef-0733a98deec8,22615.138262435343,VODICE - LJUBLJANA AP,LJUBLJANA AP; Vodice -> Š. Turn,56dad942-cffd-4690-bbab-b0761c7fe35a,1187
28,1192,f3e4834e-a502-49c2-a9c1-c2644527ad5d,9837.079552020754,MALI LIPOGLAV - SOSTRO,SOSTRO,07e83252-d4bf-4e10-b52a-bc34b60f1ede,1267
1,1193,2f69460a-1e93-4f6a-a8e5-bf74c05e58bc,10770.811536578276,MESTNI LOG - VIŽMARJE,VIŽMARJE;  osnovna,1df99d8a-ad5e-4961-ab73-63a2aaa8bc37,1544
1,1196,834784fe-8186-4719-8abe-7e845012b884,17382.55323436842,N MESTNI LOG - BAVARSKI DVOR - GAMELJNE,N GAMELJNE;  osnovna,a273a2c3-a34e-435c-a937-fd74de67ab27,
1,1197,235fd9b9-2903-47e2-ab0f-8882fe15d11f,7344.457205272287,MESTNI LOG - GARAŽA,GARAŽA;  osnovna,9592f7ea-4f4c-4db7-b8cf-1ffdf3197502,
1,1200,40c2032e-7727-48b1-8bc6-b28837bd639e,12987.01477260269,BROD - VIŽMARJE - MESTNI LOG,MESTNI LOG,912fc76c-31d1-4ab1-924d-6aba836a4d94,
51,1202,75ff7a31-01d3-4b7d-b569-a3d702a3442d,20978.285885919875,LJUBLJANA-POLHOV GRADEC,POLHOV GRADEC,4ddce05d-e610-4ae2-a9ae-064e56a7f56a,1203
51,1203,fbdccca8-8fe7-4378-a476-2c6489d3ebe2,20952.059520856343,POLHOV GRADEC-LJUBLJANA,LJUBLJANA AP,5afa324e-18c8-4a4e-81e6-3d14e05ba776,1202
51,1204,b28248a2-33b7-4af6-b759-5866f31ca45d,31242.053143173533,LJUBLJANA-Polhov Gradec-ČRNI VRH,ČRNI VRH,c2eeabb9-4719-4d82-b58a-3d606ca79531,1205
51,1205,699af4ef-e449-4552-a7b6-f691682e78f1,31651.114076447157,ČRNI VRH-Polhov Gradec-LJUBLJANA,LJUBLJANA AP,56f85b71-54a0-4a03-a2fd-778603ca7a09,1204
51,1206,a5647fbb-2bd7-4730-bb1c-a37dd8f72d8c,32422.41612030807,LJUBLJANA-Polhov Gradec-SUHI DOL,SUHI DOL,b0e79b4e-04ec-4058-8684-66df786a95bd,1207
51,1207,08dbb833-2d62-499d-bf30-7f6492dd157b,32427.162076890574,SUHI DOL-Polhov Gradec-LJUBLJANA,LJUBLJANA AP,4853a6ef-b3e4-486e-a02c-b57578341614,1206
52,1208,24662c49-1881-4191-9ea4-3d6a8d1d4ec1,11152.19854579352,POLHOV GRADEC-ČRNI VRH,ČRNI VRH,6be9c038-e428-4077-80b3-57e57350d61a,1209
52,1209,1351410c-1414-4eca-a474-ae15d26a10a9,11083.020448678319,ČRNI VRH-POLHOV GRADEC,POLHOV GRADEC,b06e87ae-32ab-4ec8-be8c-77a770f3d6a9,1208
52,1210,9d4f1c5f-ff77-44b7-ad32-281ab1196c80,4814.6808747634095,POLHOV GRADEC-SMOLNIK ZALOG,SMOLNIK ZALOG,4bba11a7-3ebd-407e-91d6-90ef83c360c8,1211
52,1211,1ee9a856-c5d6-4a20-889e-375f260f786d,4757.794662554328,SMOLNIK ZALOG-POLHOV GRADEC,POLHOV GRADEC,f2fa43e9-141e-4c3f-8fab-41b6f6374597,1210
53,1212,2ab0dfa3-4ec1-4534-a818-a34585a4991b,11192.20702021112,POLHOV GRADEC-SUHI DOL,SUHI DOL,cba38c58-f1c8-4a38-a943-0a275633db4a,1213
53,1213,fe7756dc-0bdf-4acc-9d82-023fa3247fcc,11575.024838957806,SUHI DOL-POLHOV GRADEC,POLHOV GRADEC,9bec4920-19b5-4b8f-84a0-644aae65c225,1212
55,1214,477d8281-64b2-416a-881b-426a9f885699,23986.113772934023,LJUBLJANA-VRZDENEC,VRZDENEC,6424b934-0a26-4395-9d23-32dbe1cb54b1,1215
55,1215,f6c27a36-98f1-49f3-9e7d-1c14dab020c6,24048.711087989683,VRZDENEC-LJUBLJANA,LJUBLJANA AP,87214f0a-7794-42f9-9038-69bd90aea824,1214
55,1216,7d3394e8-620c-409a-b5e8-bef4811ea35b,21534.527458829903,LJUBLJANA-HORJUL,HORJUL,eb0cd2f5-46eb-4b50-8161-917bc3b89820,1217
55,1217,0db5cb5c-b850-4e7f-8aee-0ac8c559e01a,21531.147163831636,HORJUL-LJUBLJANA,LJUBLJANA AP,b8974693-e5b5-4e89-9e1c-88912498ccd8,1216
56,1218,d36e2d52-46ad-4f83-879f-f17da8acbfdf,28509.31504456072,LJUBLJANA-ŠENTJOŠT,ŠENTJOŠT,4989ca33-370e-4e23-8988-e1656c99262f,1219
56,1219,421e75e8-d40c-4944-8ea4-927fb69ce094,28515.128569460143,ŠENTJOŠT-LJUBLJANA,LJUBLJANA AP,c3bcabc2-2076-42d3-bac9-34a494f14809,1218
53,1220,0e6afa0c-1179-443e-802f-31cdc3d68d4f,6316.134974074826,SUHI DOL-ŠENTJOŠT,ŠENTJOŠT,73c0f8b0-dc54-4373-b50d-47e8224c221a,1221
53,1221,aa2acc2f-3da5-48ed-be82-64129de816c8,6261.056187049446,ŠENTJOŠT-SUHI DOL,SUHI DOL,c92d0def-10aa-41af-b1ef-48456a4f233a,1220
24,1222,6d5cdb0d-d09b-4f2f-b77f-b1532c44fab6,6304.943297309996,BIZOVIK - ŽALE,ŽALE;  osnovna,33a63ae9-b362-4e82-9e04-6c1e2ec39a56,1223
24,1223,54eb32bf-fa23-4f00-ad55-827df4380b27,6479.452289628811,ŽALE - BIZOVIK,BIZOVIK;  osnovna,344f8df4-0934-4498-9d94-3d8eda1898e7,1222
47,1224,ed8f2d56-70c0-4aee-80f3-a74ea7fbdff7,21126.364717917535,VRHNIKA - LJUBLJANA,LJUBLJANA AP,8d15e536-b95b-4847-826a-0dd869cf2d7c,1225
47,1225,8db21e5f-493f-43e0-83f9-5bcabc5d70eb,20931.278521599157,LJUBLJANA - VRHNIKA,VRHNIKA,9c9d9ac0-fc16-441e-a01a-952ebb065bbf,1224
64,1226,013bf723-24b4-4ee6-a4db-221c04053646,27944.898536536508,LJUBLJANA AP - LETALIŠČE BRNIK,LETALIŠČE BRNIK,c0146971-26da-4093-9026-13b50f2e8c34,
64,1228,188a3e44-a068-4805-9071-698961b88623,28975.66122354172,LETALIŠČE BRNIK - LJUBLJANA AP,LJUBLJANA AP,5da09f0d-0a87-4999-9aa5-26c096a30b32,
48,1229,98c32123-c57d-4cbd-83d8-3aadc1558393,36952.946079945585,LJUBLJANA - LOGATEC - GRČAREVEC,GRČAREVEC,f887fb87-ff75-4e36-949d-cd584b014f50,
48,1230,41bac9b7-ce46-44c0-bd42-b7119682e9e7,36830.64129921966,GRČAREVEC - LOGATEC - LJUBLJANA,LJUBLJANA AP,e5b5fd05-c81d-4028-bd56-12e88afa4cee,
48,1231,449c5b65-9312-46fa-a876-01ab27e0e698,37998.02668763723,GRČAREVEC - VRHNIKA - AC - LJUBLJANA AP,LJUBLJANA AP,2ea6dd49-37fc-485a-b41e-fddad6becd27,
48,1232,0baed171-ca89-4dc1-80ad-f533b8ae1166,33677.14154461717,LJUBLJANA - VRHNIKA - LOGATEC - KALCE,KALCE,b150dd4b-ecf1-4f47-af2f-1304e6f66557,1233
48,1233,3e5941d4-854f-4989-a032-68d4c929d130,33731.904578305934,KALCE - LOGATEC - VRHNIKA - LJUBLJANA,LJUBLJANA AP,1efb7efc-564d-4caf-983b-0a0d99e61b76,1232
45,1234,4d60cb7f-b48b-4b70-a8d8-09c34ce33396,24787.531638446664,BOROVNICA - LJUBLJANA,LJUBLJANA AP,f26c875d-bcc9-44c2-b706-4c16404531f8,
45,1235,89cb4d44-cc63-4733-9bd5-fb05ce3a7d77,27993.489095196666,LJUBLJANA - PRESERJE/KRIMOM - BOROVNICA,BOROVNICA,4c69b9ac-7be8-407c-933d-9ec5d558e5c4,
49,1236,0875a942-5b66-463a-819d-2e6a60c115c1,37786.51672711839,VRHNIKA JAZON  - BOROVNICA K - LJUBLJANA,LJUBLJANA AP,4f652fdd-715e-492d-8525-5ec25c0a5753,
49,1237,e989bb37-fef4-41db-a3f7-b04801c79410,10714.195146816506,VRHNIKA - BREG PRI BOROVNICI,BREG PRI BOROVNICI,add83309-97da-4cef-9004-6e3f210517d3,
49,1238,ca0d10be-1ceb-4ec4-969d-93943a969c19,10803.710198592229,BREG PRI BOROVNICI - VRHNIKA JAZON,VRHNIKA JAZON,a7b596c3-459e-4250-8b98-38ee5a75e36e,
46,1239,d748d54a-20c0-46cb-aff9-6e527d265e12,15597.881110916707,SMREČJE/VRHNIKA - VRHNIKA JAZON,VRHNIKA JAZON,f89bd1aa-794b-4d94-8a1a-99c85c394858,
46,1240,750746a1-bf5c-4f5b-bae3-119a4ae7505c,16270.538620606772,VRHNIKA JAZON - SMREČJE/VRHNIKO,SMREČJE/VRHNIKO,8972c8ce-343f-4ecd-8fff-90020004386a,
50,1241,073a73f9-38c6-45e0-bfa2-65a51705c47c,8658.216962190863,VRHNIKA - HORJUL,HORJUL,7cf130a7-5cdb-4afc-93e8-79587618559b,
50,1242,aa24d9fb-34ee-4fef-99d5-d5eaba8ba6b7,8353.375953503013,HORJUL - VRHNIKA JAZON,VRHNIKA JAZON,e10e0afd-b4a2-4042-9449-8568f19c3670,
54,1243,03d28989-8139-454a-bc53-c5e8aa4ae724,18775.678767951686,BLATNA BREZOVICA - LJUBLJANA,LJUBLJANA AP,09f70d1d-824c-4159-8efa-0b5807df93cb,
54,1244,24db314b-97f3-4749-8bb6-27477170956f,21435.526017675274,LJUBLJANA -PLEŠIVICA - BL. BREZOVICA,BLATNA BREZOVICA,ddfc4ec0-82bc-47ba-bfdb-0f4d4a832de1,
54,1245,f4bfc138-c03c-432a-bfec-c784b953476b,22157.58612517747,BL.BREZOVICA - PLEŠIVICA - LJUBLJANA,LJUBLJANA AP,e07feb03-3080-4e33-8b71-381eee97a53b,
68,1246,979b5873-d2a9-48fd-bf98-17454f1f7f46,39617.208233796206,LJUBLJANA-Škofljica- ŠENTVID PRI STIČNI,ŠENTVID PRI STIČNI,f34723e1-cbb7-49e5-a002-6f16286c1957,
68,1247,2754750a-b185-4ec8-9b9a-16fdc8681294,40153.428762136595,ŠENTVID PRI STIČNI- Škofljica- LJUBLJANA,LJUBLJANA AP,1e16b862-7433-40a1-babb-ad83a1ebd11a,
68,1248,3579cfae-283c-4670-a6db-f402cf6276c4,34290.64772305668,IVANČNA GORICA - LJUBLJANA,LJUBLJANA AP,a9981b53-9042-48c6-a7d1-d3ae2580cd81,
68,1249,d1357669-17b6-4726-b593-9d3a1ade1eca,3631.4844070770705,IVANČNA GORICA - ŠENTVID PRI STIČNI,ŠENTVID PRI STIČNI,63f87ff8-55e8-45ae-986a-f0ab285f3e10,
69,1250,5e5f8e6a-c72d-45d9-b5f6-47360308ade5,9451.750263690112,ŠENTVID PRI STIČNI - TEMENICA,TEMENICA,9a2c7bab-fb5f-4a49-abaf-4179728dae1f,
69,1251,9d8144a6-b1c3-4848-aa18-af5584acb2b4,9410.79172173594,TEMENICA - ŠENTVID PRI STIČNI,ŠENTVID PRI STIČNI,7fda827d-9a03-46cc-b7f0-ea478ba4bf8e,
76,1252,faf19edd-2333-4479-b55b-059f7cfbe33e,21012.37429926988,IVANČNA GORICA - AMBRUS,AMBRUS,69714989-82a1-4afe-96c1-2966688730a7,
76,1253,142a7f59-53d5-4bf7-a559-e375a1879823,20796.066097143535,AMBRUS - IVANČNA GORICA,IVANČNA GORICA,fcf99a5e-2f3a-40e5-8991-64ec194952f4,
76,1254,c8919271-0dff-45c1-8682-3e71b3ddfc2c,25793.730262338566,AMBRUS - BAKRC - IVANČNA GORICA,IVANČNA GORICA,69c81fd1-3216-43a7-8922-5076fae297eb,
76,1255,23b07f56-4f12-41f0-917c-e49f106e65e5,17645.90572002517,AMBRUS - IVANČNA GORICA ŠC,IVANČNA GORICA ŠC,d3a05606-1569-4dcc-9792-18861f451e29,
77,1256,175704a4-ed3b-4e3c-a561-805df2445b07,20156.569323281794,IVANČNA GORICA ŠC - KRKA - AMBRUS,AMBRUS,e84bf549-da20-4a6e-93f1-39c7b15caf86,
77,1257,b1005133-6031-4706-a0c7-343bd0189403,9634.177548497682,KRKA - IVANČNA GORICA ŠC,IVANČNA GORICA ŠC,c142ebba-39e1-4daa-ac01-2558c2b5e1c1,
74,1258,48ef30a4-685c-4a39-a34d-3caa30e527f0,19055.80421693311,VALIČNA V. - B.ZAGRADCU - IVANČNA GORICA,IVANČNA GORICA,2db0ded3-1c9f-404c-ad05-f1596a46f945,
74,1259,52824c0e-1ccf-4ee1-acb4-b0ecc644164e,18967.965877316445,IVANČNA GORICA - B.PRI ZAGRADCU - V.VAS,VALIČNA VAS,fc3dc776-ac9a-42f4-a12c-405238e92aed,
78,1260,9bc4786a-e935-463d-961f-8e1b236af779,34517.882672766194,LJUBLJANA - AC - GROSUPLJE - VIDEM,VIDEM,f1e40be1-d634-4a4b-8e1b-9d8a6b7281c2,
78,1261,ded57ea6-3bed-47ca-8bdf-3c9215c78272,34347.44494644856,VIDEM - GROSUPLJE - AC - LJUBLJANA,LJUBLJANA AP,b27f74b1-a92d-4251-a5cb-b5311b611358,
79,1262,7adafe5d-8d0f-462b-b9ab-0747cc1df21a,33495.00536466303,VIDEM - TURJAK - LJUBLJANA,LJUBLJANA AP,34a6b48f-0847-4908-abd2-b0fc6a9c8eaa,
80,1263,be1eb2ce-b61d-4b8a-8a04-c6db284d1302,27942.673164472286,BREZJE/DOBREPOLJU - HOČEVJE - IV. GORICA,IVANČNA GORICA ŠC,0c9e7bf5-e997-462c-af1a-0121c484dc84,
80,1264,ae3d49f1-1cae-4246-a572-688a6c58c228,28093.0756031266,IV. GORICA - HOČEVJE - BREZJE/DOBREPOLJU,BREZJE/DOBREPOLJU,483ada16-3ffd-4a56-8d1b-eb56c47f8c95,
81,1265,2ab90aa7-4696-4dc1-b916-26f2a9af7d35,33178.38578865396,KOMPOLJE - V.LAŠČE - TURJAK - ŽELIMLJE,ŽELIMLJE,53cbb716-843a-40b9-9c68-172a36d15042,
81,1266,580253ad-ba49-4d38-8e82-57d87db6cd11,33199.78185719829,ŽELIMLJE - TURJAK - V.LAŠČE - KOMPOLJE,KOMPOLJE/DOBREPOLJU,770f6662-421c-43c4-b8af-94eff0a448e0,
28,1267,1d00cc9e-e76b-4e92-b185-a43ff5d03309,9820.922381217562,SOSTRO - MALI LIPOGLAV,MALI LIPOGLAV,07fa929d-66f2-4901-a158-aa20aee17d06,1192
48,1268,1f018bc7-62a9-495a-a2db-ddc25e13519e,36929.65587956462,LJUBLJANA - GRČAREVEC,GRČAREVEC,fac91903-0937-4751-ade4-43ed4174ec93,1269
48,1269,798253d9-7126-4b49-8baf-fb3a593be3b4,36898.36160715632,GRČAREVEC - LJUBLJANA,LJUBLJANA AP,c44866ef-da56-414f-9127-620a108b7d67,1268
48,1270,5262285c-c37d-40a3-bedb-d16a2b8fdd22,34792.74488561843,KALCE LOGATEC VRHNIKA AC - LJUBLJANA,LJUBLJANA AP,f2f3d019-2915-4a5c-a974-03ecbcf73c07,
48,1271,e53b28e4-9f72-431d-a94a-c9539a855f7a,33740.34251048545,KALCE - VRHNIKA - LJUBLJANA,LJUBLJANA AP,978623a6-357d-46d4-9fda-3551d870a454,1272
48,1272,d3bd38ed-742c-4348-8146-0e5bc9875dbf,33458.9938617898,LJUBLJANA - VRHNIKA - KALCE,KALCE,39f31029-b2ba-4edd-82e1-de4f15e7d26a,1271
68,1274,495a8ef7-dad9-4471-bf0c-d91245716373,34655.4416244221,LJUBLJANA - AC - IV.GORICA - ŠENTVID,ŠENTVID PRI STIČNI,58477501-0e0e-43be-8bf5-e5fc5eb12c85,
68,1275,7b4308ae-0df8-4824-8033-ca600f983018,33475.48520675259,LJUBLJANA - IVANČNA GORICA,IVANČNA GORICA,b4180fcb-b696-4efb-b548-8b4a0cb8e67d,
68,1276,4e4e1302-24d6-45ef-a56b-ef630af5ac81,40460.6471260701,ŠENTVID - Š.C. - V. GORA - GR. - AC - LJ,LJUBLJANA AP,8c06ff78-6c33-436c-816f-07f8f23da660,
78,1277,d2e4f214-2ee4-4955-8f8e-4a33a33a4ef2,17191.375945409312,VIDEM - GROSUPLJE,GROSUPLJE,cf5d88ad-7d27-4dab-be60-8463e5fe81b7,
78,1278,6da2cf38-fec6-4d87-a1a6-4e0a44f8b952,17497.487340023876,GROSUPLJE - VIDEM,VIDEM,46c91128-070e-4266-9674-cb523bc8cbe1,
68,1279,88d0455b-3e48-4cac-bec5-0b900f2a04aa,38957.22019953677,LJ.-AC-GROS.-V.GORA-IV.G.-ŠENTVID,ŠENTVID PRI STIČNI,28365a60-fd82-4562-869a-2598b3e96560,
68,1280,298f4aca-bb34-4fbc-8c22-0ff8951cf0b0,33417.176882001724,LJ.-ŠKOF.-GROS.-VIŠ.G.-IV.GORICA,IVANČNA GORICA,fd3870b5-e4a6-4815-a3f6-442a47d0d52c,
68,1281,29ee889f-cb3f-4d3b-9c81-f835aeddbd4d,33923.51501607313,IV.GORICA-AC-GROSUPLJE-AC-LJUBLJANA,LJUBLJANA AP,c0a253f8-16f7-4a14-b3d7-83eddae31f53,
50,1282,5f679b6c-650f-4cb8-8063-c6cc275fd78a,21734.52014035538,HORJUL - LJUBLJANA,LJUBLJANA AP,cad5abd5-c846-4910-807f-a7210e6e8dd8,
68,1283,fdde508b-368c-4d5c-9403-e863de86c08a,37410.05595800392,ŠENTVID-IV.GORICA-V.GORA-AC-LJUBLJANA,LJUBLJANA AP,b6da4878-47be-4505-9c2a-320134e45918,
45,1285,235780aa-b73f-4699-a055-6637edc2b087,8613.010986972111,BOROVNICA-VRHNIKA JAZON,VRHNIKA JAZON,ee6f04f3-1529-467e-85d3-d02f50cc8d04,
68,1286,d1ae1309-b050-48ca-8267-4990607bac64,17253.161533359755,IVANČNA GORICA-VIŠNJA GORA-GROSUPLJE,GROSUPLJE,3a660b1b-7b43-4cbe-bbc3-5e6acb35f385,
74,1287,9eb2d4ac-7e88-430c-b414-cc9e7803d570,18668.356260886372,ŠC IV.GORICA-KRKA-BREG-REBRCE-VAL. VAS,VALIČNA VAS,e0291259-aad0-4ba2-a083-e1695a14a0c9,
68,1288,e9b9304a-4afd-45a9-b673-89f3633ba59b,5787.855515183392,ŠENTVID PRI STIČNI - IVANČNA GORICA,IVANČNA GORICA,4bbf5c3c-04ae-4ace-972a-8778f8eb0956,
68,1291,96a93d77-d439-44c9-bc5b-8d84883effc9,34841.05910611495,IV.GORICA-V.GORA-GROS.-ŠKOF.-LJ,LJUBLJANA AP,dec023f0-e85e-41bd-aa40-f674d7c4a4d4,
48,1292,e6efee4d-63ec-4271-8e1c-94841fb46fef,31655.642058953432,LJUBLJANA - LOGATEC,LOGATEC,40202cbf-534f-44ba-a487-87058bef4621,
48,1293,db57cd50-98aa-447e-a5d1-e869feffd3bc,31624.15835497496,LOGATEC - LJUBLJANA,LJUBLJANA AP,c5ba8eaf-b408-4f7f-9148-06b3840c30c6,
68,1299,c073a633-3120-4acb-972f-10d7aed1f0a7,55753.57330401014,LJUBLJANA - AMBRUS,AMBRUS,445c4077-ab71-4b20-89ae-fec5920c38d6,
68,1300,387389ca-e1e1-4b00-8570-684f5504b8db,60053.24281509121,AMBRUS-IV.GORICA-STIČNA-LJUBLJANA,LJUBLJANA AP,52a5e92c-1971-4faa-856e-aa8598bc7275,
82,1303,a5e8edb1-e4e1-43de-9600-64905f1a5fa5,7968.875920169217,Želimlje-Pijava Gorica-OŠ škofljica,ŠKOFLJICA,7d2e93a2-e5bd-45ff-b99a-c960575df0ee,
82,1304,4464efb5-7434-4791-9f2a-a4d6daed9332,7778.366458632313,OŠ Škofljica-Pijava Gorica-Želimlje,ŽELIMLJE,a50d33b6-5eda-4deb-81de-ef4dceb20589,
83,1305,571f59d1-a602-4194-bdb7-edd51b3c1575,11257.204908592514,ŠK.-VRH NAD ŽELIM.-PIJAVA GORICA-GLINEK,VRH NAD ŽELIMLJAMI,2892cc6f-13de-4d2c-ab28-2baaf6ede604,
83,1306,f831997f-fc84-41f3-9a05-e49bc9f3fac8,11158.084352906091,VRH NAD ŽELIM.-P.GORICA-SMRJENE-GRAD.-ŠK,ŠKOFLJICA,7d62c11c-1764-4d64-b218-a2920d590103,
84,1307,75c6c963-8627-44a0-a4d5-c9e60b68d84b,17494.640086769738,ŠK.-ŽELIMLJE-DRENIK-G.BLATO-GUMNIŠČE,ŠKOFLJICA,ecdfd365-36e5-4ca4-815a-b3657364f0e1,
84,1308,68f2686a-477d-4374-a541-14e6f5717561,10437.392327368405,ŠK.-GUMNIŠČE-GR.BLATO-DRENIK-ŽELIMLJE,ŽELIMLJE,1dced2b4-6a31-48e5-8b2b-ab63b12c24fa,
86,1309,888b3c1c-620e-4d84-8cae-7bb721ff8d0c,6921.0498472531435,ŠKOFLJICA-LAVRICA-ORLE,ORLE,033a03c7-43bd-4519-9c78-964535b2825b,
86,1310,5aaa3708-c1be-4b6d-8751-d2979c856548,7077.8559653854445,ORLE-LAVRICA-ŠKOFLJICA,ORLE,dbd38f2a-992b-4392-b00f-1e840f2cc72c,
85,1311,36d4edfd-643d-404a-aea6-87f9682648af,23004.757965670997,ŠK.-G.BLATO-ŽELIMLJE-SMR.-VRH NAD ŽEL.,VRH NAD ŽELIMLJAMI,7f470d3d-8683-46db-bebc-5dda09e39096,
19,1312,ac74c783-735b-4f56-b3a7-8b7771ad6fb0,8952.904262476246,BARJE - GARAŽA,GARAŽA;  osnovna,f604d05c-dfbb-4a0d-b2e9-3d1b5970cd65,
54,1318,a9a62e5c-6545-473b-b9b4-fc2db0b51297,20819.816595697936,C OŠ DRAGOM.-MOLE-BL.BREZ.- PLEŠIVICA-OŠ,VRHNIKA VOLJČEVA,0b41f389-f6ec-4ebc-a447-3436679d85b6,
54,1319,87454301-6fbb-4dfc-8109-4ea2ba079905,16438.061517502036,D VRHNIKA VOLJČ.-BL.BREZ.-PLEŠ.- DRAGOM.,DRAGOMER,19f3c4ec-371f-4218-b663-b05d0fa84510,
54,1320,e6d8f1a6-80d7-4371-b9c0-f0ba45bab945,18532.602493053208,B LUKOVICA-DRAGOMER-BL.BREZ.-OŠ LOG,OŠ LOG,82703370-158b-48ac-a3c4-7774aa1c330d,
54,1321,ff623483-615a-41f2-bed9-aa7d1f47964a,10682.904662672387,A BL.BREZOVICA - PLEŠ.- OŠ LOG,OŠ LOG,12fab6f6-27f3-45af-bdba-ac6be1697ae6,
69,1322,6ad3d203-4b24-469c-8942-44644184682c,48935.908374419734,LJUBLJANA - ŠK.-STIČNA-TEMENICA,TEMENICA,8bd3b867-0aab-482a-b21e-8e89f94c3245,
69,1323,9ee13648-3bfd-4f22-b060-446a3768a1c3,50117.942085713476,TEMENICA-ŠENT. PRI STIČNI-ŠK.-LJUBLJANA,LJUBLJANA AP,adee3e6e-b66b-4ae5-a6cf-ac1c533c59ba,
69,1324,9246745c-a611-485b-85bf-fa4f77ffdbfc,48799.640666662686,LJUBLJANA - ŠK.-STIČNA-TEMENICA,TEMENICA,8bd3b867-0aab-482a-b21e-8e89f94c3245,
69,1325,048657a3-79bf-46ff-88d3-0365fbcfe364,48371.75758039895,LJUBLJANA-STIČNA-TEMENICA,TEMENICA,97b30895-a49d-4cb7-8d08-a480720c0f7d,
69,1326,09eaa8d0-52b2-4b66-a60b-94b19fca6161,49124.563675643214,TEMENICA-STIČNA-LJUBLJANA,LJUBLJANA AP,d7812e82-d2da-4600-bda5-c3509692b5fe,
70,1327,b27bcc04-0743-4d02-ab81-c067bf66d2c7,6145.332200206798,B METNAJ-IVANČNA GORICA ŠC,IVANČNA GORICA ŠC,0fac63c0-4b4a-4a30-8d73-8957d809c8b2,
70,1328,0bc3ffa5-c393-4599-8536-1997a80d9e6b,19136.31677756727,A KORINJ-KRKA-V.ČR.-ML.-I.GORICA Š.C.,IVANČNA GORICA Š.C.,9b71c418-b143-442a-b04b-8dd55be95903,
